access_right;communities;conference_acronym;conference_dates;conference_place;conference_title;conference_url;contributors;creators;description;doi;keywords;license;prereserve_doi;publication_date;related_identifiers;title;upload_type;conceptdoi;files
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'University of Bielefeld, Germany', 'name': 'Rebora, Simone'}, {'affiliation': 'University of Basel, Switzerland', 'name': 'Messerli, Thomas'}, {'affiliation': 'University of Bielefeld, Germany', 'name': 'Herrmann, J. Berenike', 'orcid': '0000-0002-5256-0566'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322555;['Book reviews', 'Machine learning', 'Sentiment analysis', 'Inhaltsanalyse', 'Annotieren', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322555', 'recid': 6322555};2022-03-07;[{'identifier': '10.5281/zenodo.6328141', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Towards a Computational Study of German Book Reviews - A Comparison between Emotion Dictionaries and Transfer Learning in Sentiment Analysis;poster;10.5281/zenodo.6322554;['DHd2022_048_Rebora_Towards a Computational Study of German Book Reviews A Comparison between Emotion_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Department of Philosophy I, Ruhr University Bochum', 'name': 'Böhm, Alexander'}, {'affiliation': 'Faculty of Arts and Humanities, Heinrich-Heine-University Düsseldorf', 'name': 'Reiners-Selbach, Stefan'}, {'affiliation': 'Department of Philosophy I, Ruhr University Bochum', 'name': 'Baedke, Jan'}, {'affiliation': 'Department of Philosophy I, Ruhr University Bochum', 'name': 'Fábregas Tejeda, Alejandro'}, {'affiliation': 'Department of Philosophy, George Mason University', 'name': 'Nicholson, Daniel J.'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322557;['theoretical biology', 'topic modelling', 'interactive visualization', 'Entdeckung', 'Inhaltsanalyse', 'Übersetzung', 'Visualisierung', 'Forschung', 'Text', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322557', 'recid': 6322557};2022-03-07;[{'identifier': '10.5281/zenodo.6328143', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];What was Theoretical Biology? A Topic-Modelling Analysis of a Multilingual Corpus of Monographs and Journals, 1914-1945;poster;10.5281/zenodo.6322556;['DHd2022_049_Böhm_What was Theoretical Biology A Topic-Modelling Analysis_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807'}, {'affiliation': 'Bergische Universität Wuppertal, Germany', 'name': 'Roeder, Torsten', 'orcid': '0000-0001-7043-7820'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322559;['Korpuserstellung', 'Segmentierung', 'deutschsprachiche Literatur', 'Sammlung', 'Inhaltsanalyse', 'Annotieren', 'Stilistische Analyse', 'Visualisierung', 'Literatur', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322559', 'recid': 6322559};2022-03-07;[{'identifier': '10.5281/zenodo.6328153', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];"Aufbau eines Referenzkorpus ""Erste Sätze in der deutschsprachigen Literatur""";poster;10.5281/zenodo.6322558;['DHd2022_051_Busch_Aufbau eines Referenzkorpus _Erste Sätze in der deutschsprachigen Literatur__b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'TIB – Leibniz Information Centre for Science and Technology', 'name': 'Rossenova, Lozana', 'orcid': '0000-0002-5190-1867'}, {'affiliation': 'SPK – Stiftung Preussischer Kulturbesitz', 'name': 'Schubert, Zoe'}, {'affiliation': 'Bonn University', 'name': 'Vock, Richard'}, {'affiliation': 'TIB – Leibniz Information Centre for Science and Technology, Hannover University of Applied Sciences and Arts', 'name': 'Blümel, Ina', 'orcid': '0000-0002-3075-7640'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322563;['3D-models', '3D-rendering', 'semantic web', 'Linked Open Data', 'knowledge graph', 'Kompakkt', 'Wikibase', 'annotation', 'enrichment', 'Annotieren', 'Kontextsetzung', 'Archivierung', 'Kollaboration', 'Daten', '3D-Bilder', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322563', 'recid': 6322563};2022-03-07;[{'identifier': '10.5281/zenodo.6328155', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Beyond the render silo - Semantically annotating 3D data within an integrated knowledge graph and 3D-rendering toolchain;poster;10.5281/zenodo.6322562;['DHd2022_052_Rossenova_Beyond the render silo_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];"[{'affiliation': 'Institut Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz, Österreich; Institut für Sprachwissenschaft, Universität Graz, Österreich', 'name': 'Saric, Sanja', 'orcid': '0000-0002-0802-6999'}, {'affiliation': 'Institut Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz, Österreich', 'name': 'Steiner, Elisabeth'}, {'affiliation': 'Institut für Sprachwissenschaft, Universität Graz, Österreich', 'name': 'Vogeltanz, Maximilian'}]";"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322567;['Datenmodellierung', 'Kodierungsrichtlinien', 'Interoperabilität', 'Umwandlung', 'Gestaltung', 'Modellierung', 'Archivierung', 'Daten', 'Metadaten', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322567', 'recid': 6322567};2022-03-07;[{'identifier': '10.5281/zenodo.6328159', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Das optimale Datenmodell - Eine Spurensuche im Möglichkeitsfeld der Kodierung;poster;10.5281/zenodo.6322566;['DHd2022_053_Saric_Das optimale Datenmodell_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Digitale Geschichtswissenschaften, Otto-Friedrich-Universität Bamberg, Germany', 'name': 'Scheltjens, Werner', 'orcid': '0000-0002-5209-9052'}, {'affiliation': 'Kulturinformatik, Otto-Friedrich-Universität Bamberg, Germany', 'name': 'Schlieder, Christoph', 'orcid': '0000-0002-7226-8204'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322569;['Digitale Geschichte', 'Historische Metrologie', 'Kompetenzfragen', 'Ontologische Modellierung', 'Inhaltsanalyse', 'Modellierung', 'Annotieren', 'Bearbeitung', 'Forschungsprozess', 'Text', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322569', 'recid': 6322569};2022-03-07;[{'identifier': '10.5281/zenodo.6328161', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Szenario-basierte Planung eines semantischen Digitalisierungsvorhabens in der digitalen Geschichtswissenschaft;poster;10.5281/zenodo.6322568;['DHd2022_054_Scheltjens_Szenario-basierte Planung eines semantischen Digitalisierungsvorhabens_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Universität Rostock, Germany', 'name': 'Henny-Krahmer, Ulrike', 'orcid': '0000-0003-2852-065X'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Neuber, Frederike', 'orcid': '0000-0001-8279-9298'}, {'affiliation': 'Universität Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322571;['Rezension', 'Publikationsworkflow', 'FAIR', 'Digitale Editionen', 'Textsammlungen', 'Forschungsumgebungen', 'Bewertung', 'Veröffentlichung', 'Infrastruktur', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322571', 'recid': 6322571};2022-03-07;[{'identifier': '10.5281/zenodo.6328177', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Informationstechnologische Gedächtnisarbeit in der Rezensionszeitschrift RIDE;poster;10.5281/zenodo.6322570;['DHd2022_055_Henny-Krahmer_Informationstechnologische Gedächtnisarbeit in der Rezensionszeitschrift RIDE_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];"[{'affiliation': 'Universität Graz; DARIAH-EU WG Ethics and Legality in Digital Arts and Humanities (ELDAH); CLARIN-ERIC Legal and Ethical Issues Committee (CLIC)', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958'}, {'affiliation': 'Österreichische Akademie der Wissenschaften (ÖAW); DARIAH-EU WG Ethics and Legality in Digital Arts and Humanities (ELDAH); CLARIN-ERIC Legal and Ethical Issues Committee (CLIC)', 'name': 'Hannesschläger, Vanessa', 'orcid': '0000-0003-0938-0890'}, {'affiliation': 'Institut für Deutsche Sprache (IDS); DARIAH-EU WG Ethics and Legality in Digital Arts and Humanities (ELDAH); CLARIN-ERIC Legal and Ethical Issues Committee (CLIC)', 'name': 'Kamocki, Pawel'}, {'affiliation': 'Universität Zagreb; DARIAH-EU WG Ethics and Legality in Digital Arts and Humanities (ELDAH)', 'name': 'Kuzman-Šlogar, Koraljka', 'orcid': '0000-0002-7810-0453'}]";"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322573;['Datenschutz', 'Wissenschaftethik', 'Forschungsdaten', 'Sammlung', 'Veröffentlichung', 'Organisation', 'Daten', 'Personen', 'Werkzeuge', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322573', 'recid': 6322573};2022-03-07;[{'identifier': '10.5281/zenodo.6328179', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Datenschutz in der wissenschaftlichen Praxis - Der DARIAH-EU ELDAH Consent Form Wizard;poster;10.5281/zenodo.6322572;['DHd2022_056_Scholger_Datenschutz in der wissenschaftlichen Praxis_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245'}, {'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807'}, {'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320'}, {'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Genzel, Kristina'}, {'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Heilmann, Juliane'}, {'affiliation': 'Theodor-Fontane-Archiv, Universität Potsdam', 'name': 'Möller, Klaus-Peter'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322577;['Archiv', 'Datenbiographik', 'Metadaten', 'digitale Dienste', 'Chronik', 'Kulturdaten', 'Veröffentlichung', 'Bibliographie', 'Literatur', 'Metadaten', 'virtuelle Forschungsumgebungen', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322577', 'recid': 6322577};2022-03-07;[{'identifier': '10.5281/zenodo.6328185', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Datenbiographik im Literaturarchiv - Konzept und Umsetzung digitaler Dienste am Theodor-Fontane-Archiv;poster;10.5281/zenodo.6322576;['DHd2022_057_Seifert_Datenbiographik im Literaturarchiv Konzept und Umsetzung digitaler Dienste am_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'TU Darmstadt, Universitäts- und Landesbibliothek', 'name': 'Kalmer, Silke'}, {'affiliation': 'TU Darmstadt, Universitäts- und Landesbibliothek', 'name': 'Kampkaspar, Dario', 'orcid': '0000-0002-0118-0811'}, {'affiliation': 'TU Darmstadt, Universitäts- und Landesbibliothek', 'name': 'Müller, Sophie'}, {'affiliation': 'TU Darmstadt, Universitäts- und Landesbibliothek', 'name': 'Seltmann, Melanie E.-H.', 'orcid': '0000-0002-7588-4395'}, {'affiliation': 'TU Darmstadt, Universitäts- und Landesbibliothek', 'name': 'Stegmeier, Jörn'}, {'affiliation': 'TU Darmstadt, Universitäts- und Landesbibliothek', 'name': 'Wunsch, Kevin', 'orcid': '0000-0003-1491-747X'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322579;['Digitale Edition', 'Projekte', 'Kooperation', 'digitale Texte', 'Transkription', 'Annotieren', 'Archivierung', 'Veröffentlichung', 'Kollaboration', 'Infrastruktur', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322579', 'recid': 6322579};2022-03-07;[{'identifier': '10.5281/zenodo.6328187', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Digitale Texte vom Religionsfrieden bis hin zum Liebesbrief - Das Zentrum für digitale Editionen in Darmstadt stellt sich vor;poster;10.5281/zenodo.6322578;['DHd2022_058_Kalmer_Digitale Texte vom Religionsfrieden bis hin zum Liebesbrief_b.pdf']
